Period,Alcohol Type,Alcohol Sub Type,Alcohol Content,Clearance Origin,Value,Measure Type,Unit,Marker
year/2013,wine,All,over 5.5% abv,UK Origin,15610.78,clearances,hectolitres,
year/2013,wine,All,All,All,12738533.04,clearances,hectolitres,
year/2013,wine,All,All,All,3693.32,wine-duty-receipts,gbp-million,
year/2013,wine,All,All,All,10357.53,alcohol-duty-receipts,gbp-million,
year/2014,wine,Still,up to 15% abv,All,11243598.86,clearances,hectolitres,
year/2014,wine,Sparkling,up to 15% abv,All,1117124.21,clearances,hectolitres,
year/2014,wine,All,over 15% abv,All,201323.35,clearances,hectolitres,
year/2014,wine,All,over 5.5% abv,Ex-ship,4025952.56,clearances,hectolitres,
year/2014,wine,All,over 5.5% abv,Ex-warehouse,8516734.98,clearances,hectolitres,
year/2014,wine,All,over 5.5% abv,UK Origin,19358.88,clearances,hectolitres,
year/2014,wine,All,All,All,12562046.42,clearances,hectolitres,
year/2014,wine,All,All,All,3808.2,wine-duty-receipts,gbp-million,
year/2014,wine,All,All,All,10557.25,alcohol-duty-receipts,gbp-million,
year/2015,wine,Still,up to 15% abv,All,11209743.85,clearances,hectolitres,
year/2015,wine,Sparkling,up to 15% abv,All,1375241.26,clearances,hectolitres,
year/2015,wine,All,over 15% abv,All,196290.4,clearances,hectolitres,
year/2015,wine,All,over 5.5% abv,Ex-ship,3746946.29,clearances,hectolitres,
year/2015,wine,All,over 5.5% abv,Ex-warehouse,9016786.24,clearances,hectolitres,
year/2015,wine,All,over 5.5% abv,UK Origin,17542.99,clearances,hectolitres,
year/2015,wine,All,All,All,12781275.51,clearances,hectolitres,
year/2015,wine,All,All,All,3951.04,wine-duty-receipts,gbp-million,
year/2015,wine,All,All,All,10659.04,alcohol-duty-receipts,gbp-million,
year/2016,wine,Still,up to 15% abv,All,11181926.5,clearances,hectolitres,
year/2016,wine,Sparkling,up to 15% abv,All,1547325.66,clearances,hectolitres,
year/2016,wine,All,over 15% abv,All,205651.36,clearances,hectolitres,
year/2016,wine,All,over 5.5% abv,Ex-ship,3396281.03,clearances,hectolitres,
year/2016,wine,All,over 5.5% abv,Ex-warehouse,9520899.37,clearances,hectolitres,
year/2016,wine,All,over 5.5% abv,UK Origin,17723.12,clearances,hectolitres,
year/2016,wine,All,All,All,12934903.52,clearances,hectolitres,
year/2016,wine,All,All,All,4065.96,wine-duty-receipts,gbp-million,
year/2016,wine,All,All,All,10895.34,alcohol-duty-receipts,gbp-million,
year/2017,wine,Still,up to 15% abv,All,11322702.64,clearances,hectolitres,
year/2017,wine,Sparkling,up to 15% abv,All,1628187.84,clearances,hectolitres,
year/2017,wine,All,over 15% abv,All,204102.11,clearances,hectolitres,
year/2017,wine,All,over 5.5% abv,Ex-ship,3526423.62,clearances,hectolitres,
year/2017,wine,All,over 5.5% abv,Ex-warehouse,9599594.78,clearances,hectolitres,
year/2017,wine,All,over 5.5% abv,UK Origin,25529.2,clearances,hectolitres,
year/2017,wine,All,All,All,13151547.59,clearances,hectolitres,
year/2017,wine,All,All,All,4314.14,wine-duty-receipts,gbp-million,
year/2017,wine,All,All,All,11590.04,alcohol-duty-receipts,gbp-million,
year/2018,wine,Still,up to 15% abv,All,11110241.76,clearances,hectolitres,
year/2018,wine,Sparkling,up to 15% abv,All,1606374.47,clearances,hectolitres,
year/2018,wine,All,over 15% abv,All,185046.77,clearances,hectolitres,
year/2018,wine,All,over 5.5% abv,Ex-ship,3508703.58,clearances,hectolitres,
year/2018,wine,All,over 5.5% abv,Ex-warehouse,9374840.37,clearances,hectolitres,
year/2018,wine,All,over 5.5% abv,UK Origin,23760.85,clearances,hectolitres,
year/2018,wine,All,All,All,12907304.8,clearances,hectolitres,
year/2018,wine,All,All,All,4316.01,wine-duty-receipts,gbp-million,
year/2018,wine,All,All,All,11981.1,alcohol-duty-receipts,gbp-million,
year/2019,wine,Still,up to 15% abv,All,10868915.29,clearances,hectolitres,
year/2019,wine,Sparkling,up to 15% abv,All,1523396.45,clearances,hectolitres,
year/2019,wine,All,over 15% abv,All,194124.98,clearances,hectolitres,
year/2019,wine,All,over 5.5% abv,Ex-ship,3460506.13,clearances,hectolitres,
year/2019,wine,All,over 5.5% abv,Ex-warehouse,9101004.5,clearances,hectolitres,
year/2019,wine,All,over 5.5% abv,UK Origin,24926.08,clearances,hectolitres,
year/2019,wine,All,All,All,12586436.72,clearances,hectolitres,
year/2019,wine,All,All,All,4388.12,wine-duty-receipts,gbp-million,
year/2019,wine,All,All,All,12075.45,alcohol-duty-receipts,gbp-million,
year/2020,wine,Still,up to 15% abv,All,12010437.42,clearances,hectolitres,
year/2020,wine,Sparkling,up to 15% abv,All,1513686.4,clearances,hectolitres,
year/2020,wine,All,over 15% abv,All,209012.08,clearances,hectolitres,
year/2020,wine,All,over 5.5% abv,Ex-ship,3737589.55,clearances,hectolitres,
year/2020,wine,All,over 5.5% abv,Ex-warehouse,9980630.14,clearances,hectolitres,
year/2020,wine,All,over 5.5% abv,UK Origin,14916.21,clearances,hectolitres,
year/2020,wine,All,All,All,13733135.9,clearances,hectolitres,
year/2020,wine,All,All,All,4532.65,wine-duty-receipts,gbp-million,
year/2020,wine,All,All,All,11998.1,alcohol-duty-receipts,gbp-million,
month/1999-04,wine,Still,up to 15% abv,All,692921.4,clearances,hectolitres,
month/1999-04,wine,Sparkling,up to 15% abv,All,29365.47,clearances,hectolitres,
month/1999-04,wine,All,over 15% abv,All,18104.23,clearances,hectolitres,
month/1999-04,wine,All,over 5.5% abv,Ex-ship,169553.69,clearances,hectolitres,
month/1999-04,wine,All,over 5.5% abv,Ex-warehouse,569228.35,clearances,hectolitres,
month/1999-04,wine,All,over 5.5% abv,UK Origin,1609.06,clearances,hectolitres,
month/1999-04,wine,All,All,All,740391.1,clearances,hectolitres,
month/1999-04,wine,All,All,All,117.0,wine-duty-receipts,gbp-million,
month/1999-04,wine,All,All,All,504.0,alcohol-duty-receipts,gbp-million,
month/1999-05,wine,Still,up to 15% abv,All,715886.31,clearances,hectolitres,
month/1999-05,wine,Sparkling,up to 15% abv,All,32347.93,clearances,hectolitres,
month/1999-05,wine,All,over 15% abv,All,19391.55,clearances,hectolitres,
month/1999-05,wine,All,over 5.5% abv,Ex-ship,176069.13,clearances,hectolitres,
month/1999-05,wine,All,over 5.5% abv,Ex-warehouse,590677.6,clearances,hectolitres,
month/1999-05,wine,All,over 5.5% abv,UK Origin,879.06,clearances,hectolitres,
month/1999-05,wine,All,All,All,767625.79,clearances,hectolitres,
month/1999-05,wine,All,All,All,132.0,wine-duty-receipts,gbp-million,
month/1999-05,wine,All,All,All,521.0,alcohol-duty-receipts,gbp-million,
month/1999-06,wine,Still,up to 15% abv,All,713540.73,clearances,hectolitres,
month/1999-06,wine,Sparkling,up to 15% abv,All,38483.85,clearances,hectolitres,
month/1999-06,wine,All,over 15% abv,All,17933.45,clearances,hectolitres,
month/1999-06,wine,All,over 5.5% abv,Ex-ship,189016.97,clearances,hectolitres,
month/1999-06,wine,All,over 5.5% abv,Ex-warehouse,578737.73,clearances,hectolitres,
month/1999-06,wine,All,over 5.5% abv,UK Origin,2203.33,clearances,hectolitres,
month/1999-06,wine,All,All,All,769958.03,clearances,hectolitres,
month/1999-06,wine,All,All,All,125.0,wine-duty-receipts,gbp-million,
month/1999-06,wine,All,All,All,504.0,alcohol-duty-receipts,gbp-million,
month/1999-07,wine,Still,up to 15% abv,All,735741.55,clearances,hectolitres,
month/1999-07,wine,Sparkling,up to 15% abv,All,49460.3,clearances,hectolitres,
month/1999-07,wine,All,over 15% abv,All,17077.01,clearances,hectolitres,
month/1999-07,wine,All,over 5.5% abv,Ex-ship,213591.34,clearances,hectolitres,
month/1999-07,wine,All,over 5.5% abv,Ex-warehouse,587630.44,clearances,hectolitres,
month/1999-07,wine,All,over 5.5% abv,UK Origin,1057.08,clearances,hectolitres,
month/1999-07,wine,All,All,All,802278.86,clearances,hectolitres,
month/1999-07,wine,All,All,All,131.0,wine-duty-receipts,gbp-million,
month/1999-07,wine,All,All,All,519.0,alcohol-duty-receipts,gbp-million,
month/1999-08,wine,Still,up to 15% abv,All,698567.39,clearances,hectolitres,
month/1999-08,wine,Sparkling,up to 15% abv,All,32604.02,clearances,hectolitres,
month/1999-08,wine,All,over 15% abv,All,17095.3,clearances,hectolitres,
month/1999-08,wine,All,over 5.5% abv,Ex-ship,187466.54,clearances,hectolitres,
month/1999-08,wine,All,over 5.5% abv,Ex-warehouse,559858.51,clearances,hectolitres,
month/1999-08,wine,All,over 5.5% abv,UK Origin,941.66,clearances,hectolitres,
month/1999-08,wine,All,All,All,748266.71,clearances,hectolitres,
month/1999-08,wine,All,All,All,137.0,wine-duty-receipts,gbp-million,
month/1999-08,wine,All,All,All,538.0,alcohol-duty-receipts,gbp-million,
month/1999-09,wine,Still,up to 15% abv,All,732057.82,clearances,hectolitres,
month/1999-09,wine,Sparkling,up to 15% abv,All,48690.24,clearances,hectolitres,
month/1999-09,wine,All,over 15% abv,All,22453.35,clearances,hectolitres,
month/1999-09,wine,All,over 5.5% abv,Ex-ship,199735.42,clearances,hectolitres,
month/1999-09,wine,All,over 5.5% abv,Ex-warehouse,602639.5,clearances,hectolitres,
month/1999-09,wine,All,over 5.5% abv,UK Origin,826.48,clearances,hectolitres,
month/1999-09,wine,All,All,All,803201.41,clearances,hectolitres,
month/1999-09,wine,All,All,All,133.0,wine-duty-receipts,gbp-million,
month/1999-09,wine,All,All,All,533.0,alcohol-duty-receipts,gbp-million,
month/1999-10,wine,Still,up to 15% abv,All,840436.13,clearances,hectolitres,
month/1999-10,wine,Sparkling,up to 15% abv,All,65878.89,clearances,hectolitres,
month/1999-10,wine,All,over 15% abv,All,32674.44,clearances,hectolitres,
month/1999-10,wine,All,over 5.5% abv,Ex-ship,263411.61,clearances,hectolitres,
month/1999-10,wine,All,over 5.5% abv,Ex-warehouse,674842.98,clearances,hectolitres,
month/1999-10,wine,All,over 5.5% abv,UK Origin,734.87,clearances,hectolitres,
month/1999-10,wine,All,All,All,938989.46,clearances,hectolitres,
month/1999-10,wine,All,All,All,144.0,wine-duty-receipts,gbp-million,
month/1999-10,wine,All,All,All,545.0,alcohol-duty-receipts,gbp-million,
month/1999-11,wine,Still,up to 15% abv,All,944301.92,clearances,hectolitres,
month/1999-11,wine,Sparkling,up to 15% abv,All,91899.84,clearances,hectolitres,
month/1999-11,wine,All,over 15% abv,All,51288.72,clearances,hectolitres,
month/1999-11,wine,All,over 5.5% abv,Ex-ship,300147.88,clearances,hectolitres,
month/1999-11,wine,All,over 5.5% abv,Ex-warehouse,786741.83,clearances,hectolitres,
month/1999-11,wine,All,over 5.5% abv,UK Origin,600.77,clearances,hectolitres,
month/1999-11,wine,All,All,All,1087490.48,clearances,hectolitres,
month/1999-11,wine,All,All,All,181.0,wine-duty-receipts,gbp-million,
month/1999-11,wine,All,All,All,643.0,alcohol-duty-receipts,gbp-million,
month/1999-12,wine,Still,up to 15% abv,All,854651.44,clearances,hectolitres,
month/1999-12,wine,Sparkling,up to 15% abv,All,110179.99,clearances,hectolitres,
month/1999-12,wine,All,over 15% abv,All,69766.52,clearances,hectolitres,
month/1999-12,wine,All,over 5.5% abv,Ex-ship,222237.17,clearances,hectolitres,
month/1999-12,wine,All,over 5.5% abv,Ex-warehouse,810861.4,clearances,hectolitres,
month/1999-12,wine,All,over 5.5% abv,UK Origin,1499.38,clearances,hectolitres,
month/1999-12,wine,All,All,All,1034597.95,clearances,hectolitres,
month/1999-12,wine,All,All,All,217.0,wine-duty-receipts,gbp-million,
month/1999-12,wine,All,All,All,809.0,alcohol-duty-receipts,gbp-million,
month/2000-01,wine,Still,up to 15% abv,All,510123.81,clearances,hectolitres,
month/2000-01,wine,Sparkling,up to 15% abv,All,52212.71,clearances,hectolitres,
month/2000-01,wine,All,over 15% abv,All,17274.22,clearances,hectolitres,
month/2000-01,wine,All,over 5.5% abv,Ex-ship,89252.91,clearances,hectolitres,
month/2000-01,wine,All,over 5.5% abv,Ex-warehouse,489327.59,clearances,hectolitres,
month/2000-01,wine,All,over 5.5% abv,UK Origin,1030.24,clearances,hectolitres,
month/2000-01,wine,All,All,All,579610.74,clearances,hectolitres,
month/2000-01,wine,All,All,All,138.0,wine-duty-receipts,gbp-million,
month/2000-01,wine,All,All,All,585.0,alcohol-duty-receipts,gbp-million,
month/2000-02,wine,Still,up to 15% abv,All,465966.43,clearances,hectolitres,
month/2000-02,wine,Sparkling,up to 15% abv,All,32472.41,clearances,hectolitres,
month/2000-02,wine,All,over 15% abv,All,11554.85,clearances,hectolitres,
month/2000-02,wine,All,over 5.5% abv,Ex-ship,79101.25,clearances,hectolitres,
month/2000-02,wine,All,over 5.5% abv,Ex-warehouse,429784.18,clearances,hectolitres,
month/2000-02,wine,All,over 5.5% abv,UK Origin,1108.25,clearances,hectolitres,
month/2000-02,wine,All,All,All,509993.68,clearances,hectolitres,
month/2000-02,wine,All,All,All,87.0,wine-duty-receipts,gbp-million,
month/2000-02,wine,All,All,All,301.0,alcohol-duty-receipts,gbp-million,
month/2000-03,wine,Still,up to 15% abv,All,817634.05,clearances,hectolitres,
month/2000-03,wine,Sparkling,up to 15% abv,All,37472.07,clearances,hectolitres,
month/2000-03,wine,All,over 15% abv,All,17931.95,clearances,hectolitres,
month/2000-03,wine,All,over 5.5% abv,Ex-ship,158990.58,clearances,hectolitres,
month/2000-03,wine,All,over 5.5% abv,Ex-warehouse,713508.24,clearances,hectolitres,
month/2000-03,wine,All,over 5.5% abv,UK Origin,539.26,clearances,hectolitres,
month/2000-03,wine,All,All,All,873038.08,clearances,hectolitres,
month/2000-03,wine,All,All,All,115.0,wine-duty-receipts,gbp-million,
month/2000-03,wine,All,All,All,427.0,alcohol-duty-receipts,gbp-million,
month/2000-04,wine,Still,up to 15% abv,All,618870.63,clearances,hectolitres,
month/2000-04,wine,Sparkling,up to 15% abv,All,20950.66,clearances,hectolitres,
month/2000-04,wine,All,over 15% abv,All,15437.2,clearances,hectolitres,
month/2000-04,wine,All,over 5.5% abv,Ex-ship,139429.99,clearances,hectolitres,
month/2000-04,wine,All,over 5.5% abv,Ex-warehouse,515320.59,clearances,hectolitres,
month/2000-04,wine,All,over 5.5% abv,UK Origin,507.91,clearances,hectolitres,
month/2000-04,wine,All,All,All,655258.49,clearances,hectolitres,
month/2000-04,wine,All,All,All,150.0,wine-duty-receipts,gbp-million,
month/2000-04,wine,All,All,All,575.0,alcohol-duty-receipts,gbp-million,
month/2000-05,wine,Still,up to 15% abv,All,745410.0,clearances,hectolitres,
month/2000-05,wine,Sparkling,up to 15% abv,All,33326.41,clearances,hectolitres,
month/2000-05,wine,All,over 15% abv,All,14422.34,clearances,hectolitres,
month/2000-05,wine,All,over 5.5% abv,Ex-ship,182634.37,clearances,hectolitres,
month/2000-05,wine,All,over 5.5% abv,Ex-warehouse,609900.92,clearances,hectolitres,
month/2000-05,wine,All,over 5.5% abv,UK Origin,623.45,clearances,hectolitres,
month/2000-05,wine,All,All,All,793158.75,clearances,hectolitres,
month/2000-05,wine,All,All,All,120.0,wine-duty-receipts,gbp-million,
month/2000-05,wine,All,All,All,464.0,alcohol-duty-receipts,gbp-million,
month/2000-06,wine,Still,up to 15% abv,All,749872.61,clearances,hectolitres,
month/2000-06,wine,Sparkling,up to 15% abv,All,48761.62,clearances,hectolitres,
month/2000-06,wine,All,over 15% abv,All,15106.19,clearances,hectolitres,
month/2000-06,wine,All,over 5.5% abv,Ex-ship,175267.66,clearances,hectolitres,
month/2000-06,wine,All,over 5.5% abv,Ex-warehouse,637694.45,clearances,hectolitres,
month/2000-06,wine,All,over 5.5% abv,UK Origin,778.32,clearances,hectolitres,
month/2000-06,wine,All,All,All,813740.42,clearances,hectolitres,
month/2000-06,wine,All,All,All,146.0,wine-duty-receipts,gbp-million,
month/2000-06,wine,All,All,All,554.0,alcohol-duty-receipts,gbp-million,
month/2000-07,wine,Still,up to 15% abv,All,742812.19,clearances,hectolitres,
month/2000-07,wine,Sparkling,up to 15% abv,All,37177.61,clearances,hectolitres,
month/2000-07,wine,All,over 15% abv,All,15444.57,clearances,hectolitres,
month/2000-07,wine,All,over 5.5% abv,Ex-ship,199833.18,clearances,hectolitres,
month/2000-07,wine,All,over 5.5% abv,Ex-warehouse,593976.66,clearances,hectolitres,
month/2000-07,wine,All,over 5.5% abv,UK Origin,1624.53,clearances,hectolitres,
month/2000-07,wine,All,All,All,795434.37,clearances,hectolitres,
month/2000-07,wine,All,All,All,152.0,wine-duty-receipts,gbp-million,
month/2000-07,wine,All,All,All,556.0,alcohol-duty-receipts,gbp-million,
month/2000-08,wine,Still,up to 15% abv,All,719976.55,clearances,hectolitres,
month/2000-08,wine,Sparkling,up to 15% abv,All,45528.58,clearances,hectolitres,
month/2000-08,wine,All,over 15% abv,All,15361.45,clearances,hectolitres,
month/2000-08,wine,All,over 5.5% abv,Ex-ship,183778.59,clearances,hectolitres,
month/2000-08,wine,All,over 5.5% abv,Ex-warehouse,595874.19,clearances,hectolitres,
month/2000-08,wine,All,over 5.5% abv,UK Origin,1213.79,clearances,hectolitres,
month/2000-08,wine,All,All,All,780866.57,clearances,hectolitres,
month/2000-08,wine,All,All,All,141.0,wine-duty-receipts,gbp-million,
month/2000-08,wine,All,All,All,519.0,alcohol-duty-receipts,gbp-million,
month/2000-09,wine,Still,up to 15% abv,All,738867.86,clearances,hectolitres,
month/2000-09,wine,Sparkling,up to 15% abv,All,35544.91,clearances,hectolitres,
month/2000-09,wine,All,over 15% abv,All,18361.86,clearances,hectolitres,
month/2000-09,wine,All,over 5.5% abv,Ex-ship,168257.1,clearances,hectolitres,
month/2000-09,wine,All,over 5.5% abv,Ex-warehouse,623854.59,clearances,hectolitres,
month/2000-09,wine,All,over 5.5% abv,UK Origin,662.93,clearances,hectolitres,
month/2000-09,wine,All,All,All,792774.63,clearances,hectolitres,
month/2000-09,wine,All,All,All,160.0,wine-duty-receipts,gbp-million,
month/2000-09,wine,All,All,All,585.0,alcohol-duty-receipts,gbp-million,
month/2000-10,wine,Still,up to 15% abv,All,793763.77,clearances,hectolitres,
month/2000-10,wine,Sparkling,up to 15% abv,All,17666.65,clearances,hectolitres,
month/2000-10,wine,All,over 15% abv,All,28172.12,clearances,hectolitres,
month/2000-10,wine,All,over 5.5% abv,Ex-ship,209187.3,clearances,hectolitres,
month/2000-10,wine,All,over 5.5% abv,Ex-warehouse,629704.86,clearances,hectolitres,
month/2000-10,wine,All,over 5.5% abv,UK Origin,710.37,clearances,hectolitres,
month/2000-10,wine,All,All,All,839602.53,clearances,hectolitres,
month/2000-10,wine,All,All,All,149.0,wine-duty-receipts,gbp-million,
month/2000-10,wine,All,All,All,534.0,alcohol-duty-receipts,gbp-million,
month/2000-11,wine,Still,up to 15% abv,All,1019201.21,clearances,hectolitres,
month/2000-11,wine,Sparkling,up to 15% abv,All,76884.35,clearances,hectolitres,
month/2000-11,wine,All,over 15% abv,All,58508.41,clearances,hectolitres,
month/2000-11,wine,All,over 5.5% abv,Ex-ship,295587.54,clearances,hectolitres,
month/2000-11,wine,All,over 5.5% abv,Ex-warehouse,858524.96,clearances,hectolitres,
month/2000-11,wine,All,over 5.5% abv,UK Origin,481.47,clearances,hectolitres,
month/2000-11,wine,All,All,All,1154593.97,clearances,hectolitres,
month/2000-11,wine,All,All,All,187.0,wine-duty-receipts,gbp-million,
month/2000-11,wine,All,All,All,678.0,alcohol-duty-receipts,gbp-million,
month/2000-12,wine,Still,up to 15% abv,All,958447.24,clearances,hectolitres,
month/2000-12,wine,Sparkling,up to 15% abv,All,95189.06,clearances,hectolitres,
